id,started_at,finished_at,total_seed,area,pond_id,harvested_at,status,size,selling_price,total,total_weight,avg_weight,survival_rate,growth_rate,duration,total_feed,average_feed,feed_count,fasting_days,morning_temperature,evening_temperature,morning_do,evening_do,morning_salinity,evening_salinity,morning_pH,evening_pH,transparency,ammonia,nitrate,nitrite,alkalinity,hardness,calcium,magnesium,carbonate,bicarbonate,tom,total_plankton_
18876,2022-10-14,2023-01-29,331920,4030.0,36294,2023-01-29,Full,83.0,96146700.0,155846.5,1853.5,0.011893112774428685,0.46953030850807426,0.1566212121212121,107.0,4660.0,10.043103448275861,464,22.0,27.848,30.0891666666625,5.382432432432433,5.639374999999999,24.21951219512195,23.25,7.885714285714285,8.165217391304349,46.19047619047619,3.509214967711552,16.35321717887847,32.79774733537197,164.0021207023456,4399.373070756779,582.7402294121116,1912.7666521567367,43.38738583310692,168.76666221539506,449.32799412567135,867749.672164239
22118,2023-04-26,2023-06-23,40000,399.0,37102,2023-06-22,Partial,110.0,9600000.0,29700.0,270.0,0.00909090909090909,0.7425,0.1567398119122257,58.0,361.5,2.0195530726256985,179,1.0,27.94157894736842,30.906785714285714,4.300882352941176,6.886799999999999,21.892307692307693,21.270689655172415,8.592894736842105,8.61,42.2857595344763,3.509214967711552,16.35321717887847,32.79774733537197,164.0021207023456,4399.373070756779,582.7402294121116,1912.7666521567367,43.38738583310692,168.76666221539506,449.32799412567135,867749.672164239
24088,2023-08-01,2023-10-18,357570,2000.0,39154,2023-10-11,Partial,72.48,50695721.28,186630.00939999998,2929.7,0.015697904154957407,0.5219397863355426,0.29416326530612247,78.0,4806.5,42.5353982300885,113,2.0,28.843957386363638,32.14504117647059,5.736178977272727,6.605370588235294,30.181532196977273,30.562109803917647,7.749169507579546,7.947785714285715,68.91666666666667,0.0,1.0,0.082,139.45454545454547,6125.0,980.6363636363636,4710.272727272727,43.38738583310692,142.0,76.1,1910750.0
17125,2022-07-07,2022-09-20,188000,1225.0,34187,2022-09-20,Full,120.0,7128000.0,15840.0,132.0,0.008333333333333333,0.08425531914893616,0.17045454545454547,75.0,1971.1,6.4415032679738555,306,3.0,27.715335616438356,29.27286301369863,5.154157534246575,6.435780821917809,14.010555555555555,13.788150684931507,7.923787671232877,8.218411764705882,42.2857595344763,0.128,16.35321717887847,0.8375,184.0,3300.0,550.0,2750.0,3.0,182.5,83.25,421250.0
28070,2023-12-20,2024-03-30,200128,803.84,46261,2024-02-27,Partial,89.24,20567656.64,157588.00419999997,2693.38,0.017091275529968294,0.7874360619203707,0.2492857142857143,101.0,4482.0,8.964,500,0.0,28.53529411764706,29.5375,5.2558823529411764,5.7,22.558823529411764,22.6,7.671176470588235,7.721428571428571,41.421568627470585,3.509214967711552,16.35321717887847,32.79774733537197,164.0021207023456,4399.373070756779,582.7402294121116,1912.7666521567367,43.38738583310692,168.76666221539506,449.32799412567135,867749.672164239
26058,2023-10-02,2024-03-03,148007,1254.0,44147,2024-01-02,Partial,60.0,15776010.0,326278.86,8872.8,0.02719391627149856,2.2044826258217514,0.25602040816326527,153.0,10538.55,11.93493771234428,883,9.0,29.283489208633096,31.5199126984127,5.170474820143885,6.066087301587301,24.77976978417266,174.96258730158726,7.73732613908633,8.096473684210526,31.753063725492645,3.509214967711552,16.35321717887847,32.79774733537197,164.0021207023456,4399.373070756779,582.7402294121116,1912.7666521567367,43.38738583310692,168.76666221539506,449.32799412567135,867749.672164239
9921,2021-05-20,2021-07-24,70000,725.0,19381,2021-06-29,Partial,220.0,2537500.0,20965.0,102.0,0.0048652516098259,0.2995,0.16416666666666674,65.0,294.2,4.202857142857143,70,0.0,28.679250551217955,30.349624969432668,5.901101479580629,5.834161098179807,21.851915239371998,23.86678647326173,8.079063716254927,8.287280469800452,42.2857595344763,3.509214967711552,16.35321717887847,32.79774733537197,164.0021207023456,4399.373070756779,582.7402294121116,1912.7666521567367,43.38738583310692,168.76666221539506,449.32799412567135,867749.672164239
12324,2021-09-30,2021-11-25,90000,1000.0,24019,2021-11-25,Full,285.0,4471650.0,44716.5,156.9,0.0035087719298245615,0.49685,0.09232142857142857,56.0,225.0,4.326923076923077,52,0.0,28.679250551217955,30.349624969432668,5.901101479580629,5.834161098179807,21.851915239371998,23.86678647326173,8.079063716254927,8.287280469800452,42.2857595344763,3.509214967711552,16.35321717887847,32.79774733537197,164.0021207023456,4399.373070756779,582.7402294121116,1912.7666521567367,43.38738583310692,168.76666221539506,449.32799412567135,867749.672164239
18732,2022-08-14,2022-12-03,436320,3025.0,36117,2022-10-22,Partial,81.0,0.0,71075.88,877.48,0.012345679012345678,0.16289851485148515,0.3055308409913673,111.0,12950.0,115.625,112,3.0,27.18918918918919,26.0,5.901101479580629,5.834161098179807,36.2972972972973,37.5,7.798648648648649,8.350000000000001,46.36184210526316,3.509214967711552,16.35321717887847,32.79774733537197,164.0021207023456,4399.373070756779,582.7402294121116,1912.7666521567367,43.38738583310692,168.76666221539506,449.32799412567135,867749.672164239
24480,2023-07-29,2023-09-15,40000,1750.0,36656,2023-09-15,Full,248.0,4095000.0,22568.0,91.0,0.004032258064516129,0.5642,0.1,48.0,175.7,1.4401639344262294,122,16.0,27.689285714285713,29.45384615384615,8.4,7.866666666666667,9.358333333333333,6.454545454545454,7.442142857142857,7.547,36.041666666666664,3.509214967711552,8.0,32.79774733537197,98.0,6.65,582.7402294121116,1912.7666521567367,43.38738583310692,168.76666221539506,449.32799412567135,867749.672164239
